所属地市,所属区县,所属供电所,变电站名称,馈线名称,所属馈线GISID,配变ID,配变名称,电压等级(kV),供电分区分类,电网类型,公专变标志,额定容量(kVA),配变类型,干式/油浸式,配变型号,负荷性质,无功补偿容量(kVar),年最大负荷(kW),年最高负载率(%),最大负荷发生时刻,平均负荷(kW),平均负载率(%),售电量(kWh),供电量(kWh),线损率(%),接入用户数(户),实现一户一表用户数(户),接入用户总容量(kW),接入用户负荷性质,近一年净增接入容量(kW),已接入最大用户报装容量(kW),低压线裸导线长度(km),低压线绝缘线长度(km),低压线总长度(km),最大负荷月供电量(kWh),台区出线回路数(回),台区低压主干线主要线径,低压侧额定电流(A),低压侧额定电压(V),投运日期,是否过载,过载次数,过载累计持续时间(min),是否重载,重载次数,重载累计持续时间(min),过载/重载原因分析,预计下一年是否过载,是否轻载,低压侧最大负荷A相电流(A),低压侧最大负荷B相电流(A),低压侧最大负荷C相电流(A),三相电流不平衡度(%),是否三相不平衡,电压超限时间,首端电压最小值(V),首端电压最大值(V),末端电压最小值(V),末端电压最大值(V),是否存在台区电压偏低，且末端电压低于180V,是否存在台区电压偏低，且末端电压处于180-198V之间,是否存在台区电压偏高，且末端电压高于235V,是否存在台区电压偏高,是否存在台区电压偏低,低电压紧急程度,台区电压偏低主要原因,台区电压偏高主要原因,是否存在残旧设备或线路,是否存在安全隐患,供电半径(m),是否供电半径过大,低电压投诉次数,是否报装受限,配变供电区域报装负荷(kVA),是否需实现光纤覆盖,是否安装配变监测终端,是否需改造配变监测终端,是否存在一变多村,是否高损配变,总电表数(块),智能电表数(块),智能电表覆盖率(%),是否智能电表未全覆盖,已实现低压集抄的用户数(户),低压集抄覆盖率(%),是否低压集抄未全覆盖,主要电能表投运时间,设备状态,是否属于中心村,是否属于贫困地区,是否属于国有林场供电配变,是否属于革命老区示范区,是否已开展可研或列入投资计划项目,备注(规划),备注(生技),备注(营销),备注(调度),系统ID主键,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关井线512,420220608036100.0,418008330073001.0,10kV玉一村13#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,S11-M-315/10,居住,150.0,122.0,38.73,2022年07月01日,50.0,15.87,261452.02,262337.4,0.34,165.0,165.0,165.0,居住,56.0,,,,0.0,21861.45,2.0,185.0,454.68,,2014年03月28日,是,31.0,0.0,否,444.0,16.0,,否,否,153.36,148.56,182.01,18.3781,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,300.0,否,0.0,否,0.0,否,是,否,否,否,165.0,165.0,100.0,否,165.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2CCD6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关井线512,420220608036100.0,418007764396401.0,玉一4#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,S13-M-500/10,居住,150.0,215.0,43.0,2022年07月01日,90.0,18.0,782431.34,805092.0,2.81,566.0,566.0,566.0,居住,112.0,,,,0.0,67091.0,2.0,240.0,721.71,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,255.0,172.6,220.6,32.3137,否,,222.0,232.0,192.0,202.0,否,否,否,否,否,无,,,否,否,430.0,否,0.0,否,0.0,否,是,否,否,否,566.0,566.0,100.0,否,566.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF34376256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关井线512,420220608036100.0,418008329917801.0,10kV玉一村14#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SBH15-M-500/10,居住,150.0,200.0,40.0,2022年07月01日,95.0,19.0,824779.1,843766.0,2.25,414.0,414.0,414.0,居住,56.0,,,,0.0,70313.87,1.0,240.0,721.71,,2014年03月28日,否,0.0,0.0,否,0.0,0.0,,否,否,171.8,175.6,203.0,15.3695,否,,222.0,232.0,192.0,202.0,否,否,否,否,否,无,,,否,否,320.0,否,0.0,否,0.0,否,是,否,否,否,414.0,414.0,100.0,否,414.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF36BD6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关井线512,420220608036100.0,418007764379901.0,玉一7#公用台变,10kV,D,农网,公变,250.0,柱上变,油浸式,S9-250/10,居住,150.0,130.0,52.0,2022年07月01日,35.0,14.0,213821.8,225109.2,5.01,65.0,65.0,65.0,居住,28.0,,,,0.0,18759.1,2.0,185.0,360.85,,2012年02月18日,否,0.0,0.0,否,0.0,0.0,,否,否,172.08,66.8,95.04,61.1808,否,,228.0,238.0,198.0,208.0,否,否,否,否,否,无,,,否,否,260.0,否,0.0,否,0.0,否,是,否,否,是,65.0,65.0,100.0,否,65.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3E526256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关井线512,420220608036100.0,420220666224100.0,10kV关埠玉一20#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,198.0,62.86,2022年07月01日,81.0,25.71,723008.31,773280.0,6.5,515.0,515.0,515.0,居住,120.0,,,,0.0,64440.0,1.0,240.0,454.68,,2019年01月22日,否,0.0,0.0,否,0.0,0.0,,否,否,161.4,114.1,270.8,57.8656,否,,229.0,239.0,195.0,209.0,否,否,否,否,否,无,,,否,否,300.0,否,0.0,否,0.0,否,是,否,否,否,515.0,515.0,100.0,否,515.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF27EA6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关井线512,420220608036100.0,420220499928500.0,10kV桥东御贤小区公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,S11-M-315/10,居住,150.0,110.0,34.92,2022年07月01日,28.0,8.89,0.0,0.0,0.0,98.0,98.0,98.0,居住,0.0,,,,0.0,0.0,2.0,240.0,454.68,,2017年04月05日,否,0.0,0.0,否,0.0,0.0,,否,否,97.9,97.7,114.9,14.9695,否,,222.0,232.0,192.0,202.0,否,否,否,否,否,无,,,否,否,300.0,否,0.0,否,0.0,否,是,否,否,否,98.0,98.0,100.0,否,98.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF38A76256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关井线512,420220608036100.0,420220818447100.0,10kV桥东6#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SB13-M-500/10,居住,150.0,105.0,21.0,2022年07月01日,30.0,6.0,0.0,0.0,0.0,231.0,231.0,231.0,居住,0.0,,,,0.0,0.0,2.0,240.0,721.71,,2020年07月10日,否,0.0,0.0,否,0.0,0.0,,否,否,228.6,147.2,149.4,35.608,否,,222.0,232.0,192.0,202.0,否,否,否,否,否,无,,,否,否,360.0,否,0.0,否,0.0,否,是,否,否,否,231.0,231.0,100.0,否,231.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF31346256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关井线512,420220608036100.0,420220540438500.0,10kV玉一村19#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,S11-315/10,居住,150.0,258.0,81.9,2022年07月01日,97.0,30.79,0.0,0.0,0.0,178.0,178.0,178.0,居住,259.0,,,,0.0,0.0,2.0,240.0,454.68,,2017年10月19日,否,0.0,0.0,否,10.0,0.0,,否,否,214.4,203.1,232.6,12.6827,否,,223.0,233.0,193.0,203.0,否,否,否,否,否,无,,,否,否,340.0,否,0.0,否,0.0,否,是,否,否,否,178.0,178.0,100.0,否,178.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF35666256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关港线510,420480111028100.0,418007763537801.0,桥东1#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,233.0,73.97,2022年07月01日,85.0,26.98,716531.2,749197.0,4.36,578.0,578.0,578.0,居住,80.0,,,,0.0,62433.12,2.0,120.0,454.68,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,199.5,261.6,293.9,32.1198,否,,223.0,233.0,193.0,203.0,否,否,否,否,否,无,,,否,否,350.0,否,0.0,否,0.0,否,是,否,否,否,578.0,578.0,100.0,否,578.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF34B86256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关港线510,420480111028100.0,418007779014101.0,福仓6#公变,10kV,D,农网,公变,315.0,柱上变,油浸式,S11-315/10,居住,150.0,119.0,37.78,2022年04月01日,34.0,10.79,404152.36,411565.0,1.8,58.0,58.0,58.0,居住,14.0,,,,0.0,34297.12,1.0,240.0,454.68,,2012年01月13日,否,0.0,0.0,否,0.0,0.0,,否,否,205.1,153.7,169.8,25.0609,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,350.0,否,0.0,否,0.0,否,是,否,否,否,58.0,58.0,100.0,否,58.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF359F6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关港线510,420480111028100.0,418007763681901.0,居委2号公变,10kV,D,农网,公变,500.0,柱上变,油浸式,SBH15-M-500/10,居住,150.0,340.0,68.0,2022年07月01日,165.0,33.0,1679026.24,1731557.0,3.03,345.0,345.0,345.0,居住,221.0,,,,0.0,144296.42,2.0,240.0,721.71,,2012年02月17日,否,0.0,0.0,否,0.0,0.0,,否,否,394.8,327.8,306.0,22.4924,否,,221.0,231.0,191.0,201.0,否,否,否,否,否,无,,,否,否,760.0,是,0.0,否,0.0,否,是,否,否,否,345.0,345.0,100.0,否,345.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF39BB6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关港线510,420480111028100.0,418007763666401.0,10kV居委4#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,S13-M·RL-500/10,居住,150.0,140.0,28.0,2022年07月01日,55.0,11.0,549551.12,566642.0,3.02,111.0,111.0,111.0,居住,14.0,,,,0.0,47220.17,2.0,240.0,721.71,,2014年07月17日,否,0.0,0.0,否,0.0,0.0,,否,否,231.6,107.8,145.2,53.4542,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,180.0,否,0.0,否,0.0,否,是,否,否,否,111.0,111.0,100.0,否,111.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF37596256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关港线510,420480111028100.0,418007763689901.0,港底3号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,154.0,48.89,2022年07月01日,66.0,20.95,699541.39,731075.0,4.31,199.0,199.0,199.0,居住,0.0,,,,0.0,60922.92,2.0,150.0,454.68,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,253.05,162.15,124.65,50.741,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,215.0,否,0.0,否,0.0,否,是,否,否,否,199.0,199.0,100.0,否,199.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3FCC6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关港线510,420480111028100.0,418007763556501.0,福仓市场3#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,S13-M-315/10,居住,150.0,138.0,43.81,2022年07月01日,72.0,22.86,600623.34,626627.6,4.15,253.0,253.0,253.0,居住,93.0,,,,0.0,52218.97,1.0,240.0,454.68,,2022年01月12日,否,0.0,0.0,否,0.0,0.0,,否,否,161.25,126.0,215.4,41.5042,否,,225.0,235.0,195.0,205.0,否,否,否,否,否,无,,,否,否,320.0,否,0.0,否,0.0,否,是,否,否,否,253.0,253.0,100.0,否,253.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF35EF6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关港线510,420480111028100.0,418008225525701.0,居委3#公用台变,10kV,D,农网,公变,200.0,柱上变,油浸式,S11-P-200,居住,150.0,112.0,56.0,2022年07月01日,46.0,23.0,476303.93,501544.1,5.03,262.0,262.0,262.0,居住,63.0,,,,0.0,41795.36,1.0,70.0,288.68,,2014年12月13日,否,0.0,0.0,否,0.0,0.0,,否,否,110.88,145.68,138.21,23.888,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,420.0,否,0.0,否,0.0,否,是,否,否,否,262.0,262.0,100.0,否,262.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3E3B6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关港线510,420480111028100.0,418007763513501.0,10kV居委台1#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,S13-M·RL-500/10,居住,150.0,120.0,24.0,2022年07月01日,50.0,10.0,624817.79,637824.0,2.04,106.0,106.0,106.0,居住,0.0,,,,0.0,53152.0,2.0,240.0,721.71,,2014年11月06日,否,0.0,0.0,否,0.0,0.0,,否,否,124.6,143.2,152.6,18.3486,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,720.0,是,0.0,否,0.0,否,是,否,否,否,106.0,106.0,100.0,否,106.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2C076256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关港线510,420480111028100.0,418007763503001.0,福仓1#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SBH15-M-500/10,居住,150.0,265.0,53.0,2022年07月01日,115.0,23.0,1072354.19,1118386.0,4.12,742.0,742.0,742.0,居住,189.0,,,,0.0,93198.87,2.0,150.0,721.71,,2002年01月01日,否,0.0,0.0,否,0.0,0.0,,否,否,325.35,265.35,225.15,30.7976,否,,220.0,230.0,190.0,200.0,否,否,否,否,否,无,,,否,否,740.0,是,0.0,否,0.0,否,是,否,否,否,742.0,742.0,100.0,否,742.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF36156256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV关港线510,420480111028100.0,418007763677801.0,10kV福仓4#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SBH15-M-500/10,居住,150.0,290.0,58.0,2022年07月01日,120.0,24.0,1287851.16,1326578.0,2.92,480.0,480.0,480.0,居住,70.0,,,,0.0,110548.17,2.0,240.0,721.71,,2020年05月20日,否,0.0,0.0,否,0.0,0.0,,否,否,224.0,376.0,322.0,40.4255,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,560.0,是,0.0,否,0.0,否,是,否,否,否,480.0,480.0,100.0,否,480.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2A9F6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮南供电局,雷岭供电所,110kV红场变电站,10kV雷岭线513,418007751937201.0,418007769066801.0,10kV雷岭西坑1#公用台变,10kV,D,农网,公变,100.0,柱上变,油浸式,S11-100/10,工民混合,0.0,114.0,114.0,2022年01月31日,114.0,114.0,171968.84,173955.2,1.14,139.0,139.0,474.7,工民混合,92.0,49.0,0.0,0.54,0.54,26716.0,2.0,,144.34,400.0,2015年02月13日,否,0.0,45.0,否,0.0,465.0,,否,否,112.0,21.0,142.0,85.2113,否,,224.4,240.7,187.9,238.29,否,否,否,否,是,无,,,是,否,50.0,否,0.0,否,92.0,否,是,否,否,否,139.0,139.0,100.0,否,139.0,100.0,否,2017年06月30日,运行,否,否,否,否,否,,,,,E963C1CF22456256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮南供电局,雷岭供电所,110kV红场变电站,10kV红岭线510,419220808824100.0,419220446537100.0,10kV雷岭东老5#公用台变,10kV,D,农网,公变,200.0,柱上变,油浸式,S13-M.RL-200/10,工民混合,0.0,210.0,105.0,2022年01月31日,210.0,105.0,329025.11,341466.0,3.64,244.0,244.0,244.0,工民混合,28.0,14.0,0.0,1.11,1.11,61776.0,2.0,,288.68,400.0,2018年06月22日,否,0.0,45.0,否,0.0,870.0,,否,否,324.0,271.0,296.0,16.358,否,,198.5,240.3,184.9,237.9,是,否,否,否,是,严重,配电线路线径过细，有功损耗过大,,否,否,495.0,否,0.0,否,28.0,否,是,否,否,否,244.0,244.0,100.0,否,244.0,100.0,否,2017年06月30日,运行,否,否,否,否,否,,,,,E963C1CF1D286256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮南供电局,雷岭供电所,110kV红场变电站,10kV红岭线510,419220808824100.0,418007769209001.0,10kV雷岭东新1#公用台变,10kV,D,农网,公变,250.0,柱上变,油浸式,S9-250,工民混合,0.0,200.0,80.0,2022年01月31日,200.0,80.0,348428.64,362086.4,3.77,226.0,226.0,226.0,工民混合,254.0,49.0,0.0,2.34,2.34,63520.0,3.0,,360.85,400.0,2019年01月23日,否,0.0,0.0,否,0.0,15.0,,否,否,268.0,224.0,260.0,16.4179,否,,199.8,236.4,180.5,234.04,否,否,否,否,是,无,,,否,否,495.0,否,0.0,否,254.0,否,是,否,否,是,226.0,102.0,45.1327,是,226.0,100.0,否,2016年12月30日,运行,否,否,否,否,否,,,,,E963C1CF25616256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,和平供电所,110kV沙陇变电站,10kV新龙线545,418007782868801.0,419220759623200.0,10kV和平新龙学校公用台变,10kV,B,农网,公变,315.0,柱上变,油浸式,S11-M-315/10,居住,0.0,233.0,73.97,2022年07月01日,110.0,34.92,1100918.73,1155026.8,4.68,339.0,339.0,339.0,居住,143.0,,,,0.0,96252.27,2.0,240.0,454.68,,2018年02月12日,否,0.0,0.0,是,0.0,0.0,,是,否,241.8,290.76,323.76,25.315,否,,223.0,233.0,172.9,203.0,是,否,否,否,是,无,,,否,否,446.0,是,0.0,否,0.0,否,是,否,否,否,339.0,339.0,100.0,否,339.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2B536256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,铜盂供电所,110kV铜盂变电站,10kV溪西线511,418007752298601.0,420220462282000.0,10kV铜盂溪西9#公用台变,10kV,C,农网,公变,500.0,柱上变,油浸式,SBH15-M-500/10,居住,150.0,345.0,69.0,2022年07月01日,130.0,26.0,1436816.24,1505708.0,4.58,406.0,406.0,406.0,居住,77.0,,,,0.0,125475.67,3.0,240.0,721.71,,2016年12月05日,否,0.0,0.0,是,0.0,0.0,,否,否,403.4,376.2,448.8,16.1765,否,,220.0,230.0,177.8,200.0,是,否,否,否,是,无,,,否,否,236.0,否,0.0,否,0.0,否,是,否,否,否,406.0,406.0,100.0,否,406.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF33F06256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,谷饶供电所,110kV上堡变电站,10kV横六线557,418007752164001.0,420220880286800.0,10kV谷饶官田20#公用台变,10kV,B,农网,公变,500.0,柱上变,油浸式,S13-M.RL-500/10,工民混合,0.0,430.0,86.0,2022年07月01日,205.0,41.0,1232040.13,1281870.0,3.89,332.0,332.0,332.0,工民混合,332.84,,,,0.0,106822.5,2.0,240.0,721.71,,2020年11月20日,否,0.0,0.0,是,20.0,0.0,,否,否,563.4,631.8,532.4,15.7328,否,,226.0,236.0,170.7,206.0,是,否,否,否,是,无,,,否,否,469.0,是,0.0,否,0.0,否,是,否,否,否,332.0,332.0,100.0,否,332.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF28D06256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV东洋变电站,10kV西新线525,420220357401200.0,420220818906500.0,10kV贵屿山前村4#公用台变,10kV,C,农网,公变,500.0,柱上变,油浸式,S13-M-500/10,工民混合,0.0,400.0,80.0,2022年07月01日,175.0,35.0,294685.6,272688.0,-8.07,236.0,236.0,236.0,工民混合,294.0,,,,0.0,22724.0,3.0,240.0,721.71,,2020年07月20日,否,0.0,0.0,是,1.0,0.0,,否,否,447.4,512.0,591.0,24.2978,否,,226.0,236.0,159.2,206.0,是,否,否,否,是,无,,,否,否,350.0,否,0.0,否,0.0,否,是,否,否,否,236.0,236.0,100.0,否,236.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF391D6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV东洋变电站,10kV西新线525,420220357401200.0,418007770495601.0,10kV贵屿西美村4#公用台变,10kV,C,农网,公变,250.0,柱上变,油浸式,S11-250/10,工民混合,0.0,127.0,50.8,2022年07月01日,57.0,22.8,560507.48,584941.6,4.18,239.0,239.0,239.0,工民混合,566.0,,,,0.0,48745.17,1.0,50.0,360.85,,2014年12月18日,否,0.0,0.0,否,0.0,0.0,,否,否,238.16,156.32,167.12,34.3635,否,,227.0,237.0,174.0,207.0,是,否,否,否,是,无,,,否,否,400.0,否,0.0,否,0.0,否,是,否,否,否,239.0,239.0,100.0,否,239.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF38026256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV东洋变电站,10kV西新线525,420220357401200.0,418007770537201.0,10kV贵屿西美村5#公用台变,10kV,C,农网,公变,500.0,柱上变,油浸式,S13-M-500/10,工民混合,0.0,405.0,81.0,2022年07月01日,165.0,33.0,934066.74,965860.0,3.29,299.0,299.0,299.0,工民混合,245.0,,,,0.0,80488.37,2.0,240.0,721.71,,2013年03月01日,否,0.0,0.0,是,1.0,0.0,,是,否,431.6,507.8,380.6,25.0492,否,,231.0,241.0,173.1,211.0,是,否,否,否,是,无,,,否,否,300.0,否,0.0,否,0.0,否,是,否,否,否,299.0,299.0,100.0,否,299.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF36DF6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV东洋变电站,10kV西新线525,420220357401200.0,418007770548401.0,10kV贵屿西美新村1#公用台变,10kV,C,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10.5,工民混合,0.0,141.0,44.76,2022年07月01日,53.0,16.83,534417.97,542529.0,1.5,202.0,202.0,202.0,工民混合,28.0,,,,0.0,45210.75,2.0,240.0,454.68,,2014年10月23日,否,0.0,0.0,否,0.0,0.0,,否,否,168.2,183.7,194.8,13.655,否,,233.0,243.0,184.3,213.0,否,是,否,否,是,无,,,否,否,400.0,否,0.0,否,0.0,否,是,否,否,否,202.0,202.0,100.0,否,202.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3A7D6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV东洋变电站,10kV西新线525,420220357401200.0,418007770506501.0,10kV贵屿新寨公用台变,10kV,C,农网,公变,315.0,柱上变,油浸式,SH15-M-315/10,工民混合,0.0,119.0,37.78,2022年07月01日,31.0,9.84,359715.32,379174.0,5.13,152.0,152.0,152.0,工民混合,210.0,,,,0.0,31597.87,1.0,240.0,454.68,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,94.4,97.8,142.8,33.8936,否,,232.0,242.0,182.3,212.0,否,是,否,否,是,无,,,否,否,200.0,否,0.0,否,0.0,否,是,否,否,否,152.0,152.0,100.0,否,152.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2AE66256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV仙马变电站,10kV凤港线543,418007752369601.0,418008238326701.0,10kV凤新村5#公用台变,10kV,C,农网,公变,500.0,柱上变,油浸式,SBH15-M-500/10,工民混合,0.0,265.0,53.0,2022年07月01日,90.0,18.0,2030399.11,2112700.0,3.9,216.0,216.0,216.0,工民混合,63.0,,,,0.0,176058.37,2.0,240.0,721.71,,2010年12月01日,否,0.0,0.0,否,0.0,0.0,,否,否,355.2,248.4,263.2,30.0676,否,,232.0,242.0,175.8,212.0,是,否,否,否,是,无,,,否,否,430.0,是,0.0,否,0.0,否,是,否,否,否,216.0,216.0,100.0,否,216.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2F896256E0533D14930A8E43,,,,,,,,,
